Count,FAN,COMP.A,COMP.B,MAIN,FLW,ECRH,ORH,RERH,SURH,RUAVG,SUAVG,ECT,OT,IT,RET,SUT,DISP2,DISP1,SUCP2,SUCP1,CONT,EVAT,EXT2,EXT1,SUCT2,SUCT1,DIST2,DIST1,SUAVG.Humidity,RUAVG.Humidity
268,1713.000122,4116,0,6586.000488,2809.661377,83.813515,95.198326,75.303688,90.380119,24.639925,18.100018,22.457952,15.733203,23.504936,22.703148,16.656736,7.694548,14.687505,7.733967,5.16183,31.556808,11.97017,23.25218,18.839743,25.443335,20.682596,25.665934,76.407646,0.011793448,0.014742402
269,0,0,0,39.000004,33.747536,80.8489,79.242302,76.293037,77.735977,23.282104,25.411575,22.575798,22.630472,24.922318,22.167648,24.563215,6.459062,8.378478,6.499863,8.421306,21.334364,23.545786,21.838282,22.996056,24.42341,23.972662,23.360458,23.114746,0.015965774,0.013743843
270,1688.000122,4349.000488,1906.99939,9062,2646.229248,76.73806,85.557831,74.790215,89.729408,24.639925,14.961308,23.364456,24.455328,23.674232,22.907648,13.527293,12.14635,15.741958,6.682619,5.233049,38.69809,11.653656,26.847754,27.626863,19.083374,17.644491,67.373955,77.533546,0.009554325,0.014639512
271,0,0,0,39.000004,33.723316,85.724884,84.338661,81.019646,78.205681,22.497351,24.824697,21.575356,21.562704,24.437849,21.335909,23.924652,6.246652,8.207628,6.273938,8.245246,20.195332,22.648306,21.14279,22.046516,22.762833,22.581673,22.017363,21.867437,0.015498921,0.013921317
272,1677,5197,3527,11519,2795.728271,59.121853,51.434124,66.056442,86.629997,28.706396,17.145412,28.528336,23.930689,26.970995,26.627649,15.823415,19.270391,19.321712,5.77387,5.590375,49.899933,13.542321,35.865185,37.859406,17.350883,17.319651,83.465546,86.166969,0.010623532,0.016476035
273,0,0,0,39.000004,34.500599,80.799248,76.010185,70.455147,77.106735,25.964712,23.806971,23.926149,25.797997,24.178225,24.924347,22.3057,7.364698,7.929153,7.453021,8.02639,27.782684,23.720701,21.034506,21.759155,43.258823,28.980688,32.305565,29.474464,0.014350783,0.014928843
274,1687.000122,4523,3009.999878,10338,2705.426514,73.732315,77.583397,72.596901,88.607506,25.015326,14.798077,23.983175,25.671089,24.183563,23.174044,13.471329,16.542105,16.603582,5.397434,5.211489,42.463284,11.768185,28.950333,30.712944,15.855779,16.780329,75.502419,79.177498,0.009332815,0.014529841
275,1685.000122,4683,2002.999878,9489,2796.511719,68.005867,66.552773,72.43187,89.459129,25.401176,17.917227,25.152328,27.643791,24.474684,23.742521,16.504515,11.727607,17.135408,1.341042,5.450556,39.119663,12.259612,30.164536,29.176985,26.18804,18.306669,142.779755,81.128426,0.011535073,0.014840983
276,1690.000122,4402,2909.999878,10120,3036.43457,75.663895,82.664803,74.468666,84.052467,25.082939,15.243465,23.752401,25.020082,23.771317,23.191095,14.670882,15.916795,16.066122,5.315695,5.188126,40.915531,11.616176,27.444735,29.017115,19.31451,18.258776,72.509956,79.144714,0.009107419,0.014975132
277,1677,5366,3650.000977,11811.00098,2823.416016,58.342167,47.826984,69.35791,86.393654,29.701033,17.966789,29.586576,29.912477,27.132181,27.64525,16.699041,20.131622,20.166548,5.938702,5.74893,51.970154,14.500187,37.706474,39.456394,18.433691,17.97558,85.347252,89.168968,0.011168143,0.018377374
278,0,0,0,30.000002,33.880077,90.707146,89.405556,83.817818,79.194183,23.073061,25.09565,21.843363,16.190104,24.605896,21.640221,24.15394,8.268725,8.301557,8.305068,8.320674,20.511845,21.988211,21.403078,21.80913,21.996538,22.467146,22.019445,21.894506,0.015962167,0.014937731
279,0,0,0,39.000004,33.725163,80.012772,78.695541,75.516869,77.880547,23.505655,25.523363,22.720827,23.19227,24.960434,22.376579,24.656525,6.505095,8.408958,6.530748,8.446848,21.417654,23.666563,21.963221,23.112663,24.627802,24.176523,23.581184,23.347963,0.016105612,0.013789861
280,1701.000122,4187,0,6633,2831.238525,81.400658,94.286812,78.213593,90.547752,24.751848,18.15365,22.904642,20.05689,23.429834,22.826639,16.697641,7.587817,15.196514,7.62325,5.240336,32.742672,11.766102,24.220633,18.339987,25.504045,20.42647,25.584991,77.312843,0.011856403,0.015431553
281,1708.000122,4118.000488,0,6579.000488,2824.496094,81.192116,95.234993,74.521461,90.280212,24.6306,17.705929,22.515875,17.408628,23.50341,22.704018,16.277773,7.499494,14.709109,7.541582,5.139699,31.842148,11.326733,23.464577,18.03805,24.66625,19.982939,24.818024,76.302895,0.011486076,0.01457735
282,1684.000122,4607,1956.999878,9366,2780.403564,68.355598,65.795296,72.519279,89.192146,25.294058,17.76119,24.948359,27.52701,24.450403,23.710983,16.418055,11.525874,16.878136,1.315945,5.408865,38.430462,12.088862,29.415779,28.486916,26.05448,18.494078,141.902695,80.567375,0.011385447,0.014762705
283,1692.000122,4558.000488,1940.99939,9309,2784.557617,65.84774,70.348305,66.929993,89.527306,24.958735,17.116091,24.831797,26.557837,23.858515,23.381353,15.76044,11.426625,16.749008,1.286313,5.335423,38.792782,11.838984,29.28829,28.290625,25.771166,17.727785,142.152817,79.81324,0.010964362,0.013325237
284,1695.000122,4455,0,8919,2806.219482,79.173714,84.28418,79.247688,87.434425,25.087603,16.201868,23.829657,21.627985,23.735479,23.206778,15.273376,11.914909,16.171137,7.026915,5.403296,39.189693,12.484504,27.454851,27.796852,21.773729,19.256205,58.019775,79.53817,0.010089346,0.015965374
285,1681,5069,3430,11298,2817.00415,61.633999,51.88623,65.256279,86.614433,28.27537,17.050247,28.096634,28.912489,26.662706,26.697596,15.833529,18.816435,18.832922,5.761284,5.56707,49.101307,14.137866,34.889774,36.834511,18.329573,18.662745,82.908134,85.800819,0.010556646,0.015858642
286,1679.000122,5353.000488,3643.000367,11793.00098,2819.69751,56.688236,44.285664,66.613426,85.924049,29.988619,17.921886,29.874374,34.953724,27.367447,28.143784,16.74843,19.95583,19.985579,5.908936,5.720453,51.8241,14.702172,37.695747,39.411102,18.814756,18.481583,85.560371,89.414879,0.011074443,0.017932008
287,1675,5196,3519,11508,2785.837891,57.268856,45.406193,64.016289,85.776024,29.583429,17.586529,29.431547,25.968063,27.179621,27.786184,16.43664,19.378366,19.405998,5.846221,5.650311,50.759464,14.752148,36.49049,38.255207,19.19582,19.010492,84.649574,88.072357,0.010819717,0.016806204
288,1692.000122,4523.000488,1914.99939,9248,2799.950439,68.448189,73.243797,69.625137,89.698463,24.70957,17.139378,24.445829,26.307447,23.672632,23.154139,15.816375,11.268147,16.597881,1.265511,5.330589,37.75898,11.776515,28.675119,27.738167,25.526306,17.927687,141.474167,79.423409,0.0110022,0.013664396
289,1681,5242.000488,3559.000489,11600.00098,2793.089111,58.424229,49.039673,64.338013,86.392342,29.094419,17.362951,28.888496,27.14842,26.805395,27.198217,16.119072,19.406801,19.419489,5.812052,5.625073,50.942028,14.610553,36.891174,38.800663,18.029718,18.090109,84.343552,87.145172,0.0107433,0.016410405
290,1683.000122,5032,2204.999878,10038,2824.177734,59.492462,54.767776,65.767189,88.289589,26.858915,18.592604,27.401606,31.257156,25.731401,25.252615,17.232437,12.957783,18.762358,1.520993,5.611777,44.471828,13.096704,33.985203,32.558521,28.292643,17.817324,151.191803,84.454674,0.01188407,0.014684884
291,1714.000122,0,0,1769.000122,2576.646973,76.678574,86.795715,69.9674,95.920898,23.840979,19.675531,21.578453,20.001402,23.180952,22.260725,17.712656,6.788046,7.906475,6.817375,7.841106,26.687887,18.83766,19.876738,17.771513,23.572855,21.509277,22.660803,53.55304,0.013856543,0.013021454
292,1683.000122,5360.000488,2377.99939,10539,2884.170166,50.223099,37.125507,60.430058,85.482788,29.317965,19.70348,29.88372,36.153759,26.812651,27.694855,18.403662,13.776566,19.926176,1.647037,5.777185,47.4039,14.885417,37.934235,35.717449,30.824244,18.394125,157.868896,88.997742,0.012340636,0.015594025
293,1683.000122,4769,3196.000855,10766.00098,2705.078369,69.202232,66.409462,74.977608,88.155998,25.616888,15.35073,25.300217,22.111778,24.044241,23.640196,13.942741,17.484297,17.601095,5.465076,5.311141,45.22995,12.049297,31.37468,33.258709,14.179511,15.787063,76.660126,80.755005,0.009626031,0.015578763
294,0,0,0,30.000002,33.837318,91.6063,90.774567,85.173355,79.2938,23.024099,24.981384,21.737236,16.001955,24.521036,21.562349,24.017286,8.253594,8.255868,8.282424,8.301189,20.607634,21.894503,21.332281,21.713343,21.634216,22.329712,21.877848,21.794554,0.015871478,0.015139177
295,0,0,0,40.000004,34.223793,81.312241,74.718971,71.584106,73.639481,26.416466,25.299789,24.805262,26.160566,24.526018,25.45122,24.300745,7.449224,8.359092,7.536777,8.441562,27.236298,24.963728,22.885689,23.485397,39.052715,29.440062,30.907213,28.800585,0.015001481,0.015594791
296,1692.000122,4580.000488,3051.99939,10442,2750.577393,74.161949,78.309624,72.272102,88.495003,25.873367,15.765805,24.705267,26.156775,25.162027,24.051813,14.383388,16.803289,16.870466,5.543951,5.34717,43.339558,12.815591,29.375305,31.146009,18.558628,18.989672,77.671944,81.020958,0.009928492,0.015238627
297,1677,5209,3531.000977,11535.00098,2769.106201,59.35321,52.557758,66.412651,87.26416,28.340368,17.019516,28.404711,23.335159,26.782057,26.379107,15.611482,19.212744,19.274649,5.759476,5.581323,50.62302,13.531911,35.681026,37.719929,15.680863,16.751175,82.562035,85.702461,0.010616131,0.016209719
298,1693.000122,4510,1969.999878,9291,2816.267578,70.380928,70.498619,73.119583,89.25573,24.958735,17.474737,24.395309,25.593966,23.77326,23.367477,16.207039,11.363219,16.37558,0.713308,5.355385,37.452888,11.70155,28.181343,27.527704,24.05525,18.398291,115.530724,79.323235,0.011185903,0.014586437
299,1679,5203,3526,11526,2797.511963,58.819077,50.721817,65.94342,86.597481,28.761427,17.131426,28.517004,23.900484,26.983398,26.662918,15.796147,19.195902,19.243631,5.765501,5.582825,49.562088,13.50484,35.824707,37.784416,17.523716,17.446672,83.532936,86.183372,0.010609911,0.016501058
300,1690.000122,4256.000488,0,6696.000488,2694.144287,78.49015,88.746498,76.213181,93.195839,24.863768,18.04405,23.267853,23.976118,23.6583,22.982271,16.319206,7.650015,15.413338,7.749325,5.245411,33.689747,11.941017,25.050745,18.923035,25.423098,20.339014,31.156128,77.763596,0.012124463,0.015130573
301,1676,5482.000488,3743.999512,12020,2779.536377,58.654819,49.49799,68.018272,87.384804,29.175909,17.818058,29.402403,29.736254,27.087952,27.049536,16.469826,20.506662,20.543112,5.945508,5.75944,53.399921,14.418979,38.440308,40.389767,16.978149,17.057278,85.458374,89.065125,0.011191362,0.017459685
302,1694.000122,4539.000488,1927.99939,9279,2768.897705,66.139259,70.177383,66.845558,89.493561,24.958735,17.032251,24.731764,26.567698,23.870073,23.389864,15.735111,11.392487,16.70792,1.279279,5.331195,38.475754,11.803584,29.197226,28.167181,25.667961,17.825653,141.080673,79.77681,0.010901052,0.013308067
303,1709.000122,4082,0,6544,2805.365234,81.20121,95.264832,75.371376,90.29467,24.637594,17.705929,22.509308,16.292236,23.548716,22.706244,16.298338,7.527512,14.632123,7.556713,5.127837,31.512291,11.249687,23.014795,18.098436,24.599466,20.134947,24.69458,76.157036,0.01148795,0.014753863
304,0,0,0,30.000002,33.842144,87.932411,87.496635,79.364342,79.051834,23.994064,25.652964,22.703707,22.852289,24.9592,22.563681,24.652082,8.450352,8.454205,8.47894,8.490983,21.47596,22.835716,22.090246,22.656637,24.001816,23.639494,23.085594,22.877359,0.016483877,0.014952212
305,1691.000122,4542,1929.999878,9281,2783.89624,65.630104,69.656937,66.386787,89.32119,24.958735,17.102116,24.817938,26.666788,23.946703,23.438385,15.76847,11.342454,16.640327,1.278224,5.318572,38.501347,11.859807,29.176985,28.144918,25.803545,17.881876,141.584213,79.829643,0.010928823,0.013214791
306,1712.000122,4125,0,6590,2837.0979,81.98172,95.409218,74.878357,90.247955,24.639925,17.817858,22.490799,15.556915,23.577311,22.710321,16.402388,7.557583,14.727727,7.584811,5.148006,31.684301,11.437096,23.474985,18.246281,24.945513,20.139112,24.969797,76.390808,0.011564715,0.014657172
307,1709.000122,4132.000488,0,6600.000488,2793.073975,75.748497,86.480034,72.449585,90.423126,24.288084,17.027592,22.594076,21.578821,23.164278,22.68215,15.703178,6.350549,14.828208,6.386862,5.118303,32.394604,10.805749,23.833147,15.260235,24.998129,18.754368,24.779573,75.861519,0.011012975,0.013868889
308,1677,5362,2376,10533,2861.552734,53.817425,43.736572,65.886398,86.67942,28.982637,19.791979,29.488523,35.098228,26.458334,27.2838,18.45063,13.710116,19.862068,1.64255,5.793747,47.149872,14.60014,37.343456,35.264153,30.115967,18.158823,156.959885,89.03598,0.012587218,0.01670472
309,0,0,0,40.000004,34.423389,80.925072,75.728935,70.336296,75.471901,26.076479,24.419472,24.162722,25.90094,24.301115,25.135107,23.160233,7.394675,8.069549,7.488332,8.156826,27.598532,24.188665,21.680025,22.423416,41.835125,29.193176,31.704538,29.140558,0.014577895,0.015004341
310,1708.000122,4162,0,6618,2825.701172,81.590141,95.246437,77.537773,90.53933,24.639925,18.016066,22.711878,20.423998,23.401888,22.760057,16.58004,7.573514,14.993825,7.602957,5.207702,32.076893,11.682808,23.903946,18.269188,25.172163,20.330685,25.15193,76.903267,0.01175122,0.015190458
311,0,0,0,39.000004,33.684956,87.020042,84.82476,81.875893,78.367134,22.164352,24.629072,21.318266,21.355448,24.30332,21.070406,23.765326,6.169983,8.148822,6.20944,8.192064,19.972525,22.369276,20.892912,21.821625,22.371359,22.215181,21.688356,21.550924,0.01534674,0.01378319
312,1686.000122,4935,3326.000855,11065.00098,2782.834961,64.027214,57.974194,65.724068,87.489922,27.562576,16.498125,27.216532,23.034777,26.487829,25.759827,15.282233,18.227476,18.247189,5.69388,5.496278,47.539764,13.681836,33.548092,35.442234,18.065123,18.483665,81.130249,84.308937,0.010291493,0.015308551
313,1678,5052,2211,10059,2837.968994,56.943798,48.918102,65.050194,87.666817,27.306009,18.625206,27.765097,31.976431,25.949173,25.64319,17.299974,13.048241,18.89065,1.531543,5.620516,43.859417,13.090458,34.596344,32.912663,28.723688,17.796499,152.028839,84.871803,0.011823227,0.014916498
314,1692.000122,4414,2921.000855,10145.00098,2831.678955,75.916985,82.8955,74.510551,87.526245,24.975683,14.821396,23.712545,24.947853,23.766569,23.14213,13.697787,16.013166,16.188887,5.364185,5.188013,41.149864,11.651573,27.60865,29.288286,18.377466,17.998486,74.595329,78.893333,0.009231323,0.014885954
315,1708.000122,4123,0,6584.000488,2816.860107,81.028374,95.304649,74.610619,90.264656,24.616613,17.703596,22.528624,17.196894,23.500732,22.706503,16.256882,7.49729,14.798659,7.540604,5.151848,32.060703,11.353803,23.545786,18.07345,24.670296,19.997515,24.850403,76.411385,0.01148234,0.014582709
316,1685.000122,4839,3249.000855,10891.00098,2728.157959,68.267448,64.77536,74.654205,87.845337,25.796419,15.483649,25.559944,23.404076,24.237181,23.846872,14.125221,17.740582,17.853783,5.489523,5.328299,45.645447,12.120095,32.246876,34.134953,14.66261,15.735004,77.52607,81.261406,0.009675071,0.015680136
317,1685,5079,2219,10101,2854.289307,56.645863,48.322479,61.533447,86.832664,28.041868,19.039749,28.158045,33.761261,26.219675,26.546562,17.750305,12.820824,18.693815,1.50888,5.632793,43.497097,13.677672,34.847279,33.054317,29.225557,18.785604,153.646225,85.782616,0.012021987,0.014725753
318,1680.000122,5275,2330.000855,10403.00098,2864.247803,52.210068,39.485439,64.40757,86.347626,29.038528,19.589367,29.417791,35.284794,26.525152,27.39979,18.229277,13.481998,19.54178,1.608245,5.745127,46.094406,14.391908,36.781841,34.725861,30.01478,18.541969,156.306763,88.301888,0.012378153,0.016374198
319,0,0,0,39.000004,33.707973,80.286682,78.492027,75.565796,77.805244,23.393877,25.523363,22.638313,23.07213,24.94488,22.292822,24.625509,6.489324,8.393879,6.516083,8.437736,21.384338,23.597845,21.896585,23.062689,24.540779,24.09112,23.485397,23.250097,0.016089636,0.013704186
320,1684.000122,4504,2997.999878,10304,2715.692627,73.425331,77.036842,72.361977,88.429817,25.087603,14.907674,24.105761,25.78742,24.301775,23.248953,13.538269,16.342445,16.41132,5.381105,5.201021,42.27425,11.774432,28.632622,30.431656,16.4305,17.157228,75.395813,79.05545,0.009380877,0.014545723
321,0,0,0,40.000004,34.378498,81.111671,75.327675,70.281807,75.171577,26.125389,24.531258,24.217703,25.925583,24.326004,25.179338,23.309074,7.408888,8.094592,7.494284,8.18269,27.438662,24.249376,21.794556,22.53586,41.559448,29.176987,31.637754,29.081873,0.014618326,0.015036918
322,0,0,0,30.000002,33.855503,92.049438,90.967865,85.675812,79.324875,22.849226,24.883448,21.586744,15.772252,24.437302,21.38352,23.936094,8.222806,8.225077,8.244667,8.263391,20.391071,21.719589,21.159447,21.546759,21.473877,22.133974,21.671698,21.582159,0.015782995,0.015066282
323,1707.000122,881.000061,0,2808.000244,2546.259521,78.552788,87.63665,70.780586,96.714485,23.952757,19.738415,21.673689,20.017794,23.244574,22.351028,17.585281,6.826927,12.522876,6.863211,6.331792,27.934462,17.38212,21.059496,18.215048,24.654106,18.756449,23.1085,53.981258,0.014029669,0.013266767
324,1674,5179,3510.000977,11481.00098,2752.543213,60.092113,52.404636,65.815727,87.500481,28.543192,16.905275,28.235764,23.443388,26.888704,26.557573,15.516316,19.461218,19.527094,5.792484,5.603674,50.53569,13.419465,35.78828,37.739292,15.635052,16.418005,82.64035,85.738892,0.010567199,0.016255645
325,1683.000122,5274,2331.999878,10407,2865.477783,50.296444,37.957207,58.114712,84.993607,29.094419,19.486895,29.662104,36.072987,26.670853,27.557714,18.217552,13.669576,19.749247,1.629019,5.737474,46.750137,14.743819,37.565945,35.41795,30.984114,18.689814,157.761185,87.995857,0.012101379,0.014785321
326,0,0,0,40.000004,33.722248,86.175606,84.672882,81.406525,78.38839,22.390234,24.740858,21.468599,21.492653,24.398306,21.274122,23.849579,6.230723,8.19366,6.251083,8.229659,20.022501,22.569178,21.036592,21.965307,22.614988,22.448404,21.886177,21.740416,0.015456492,0.013896432
327,1674,5188,3519,11499,2798.522461,61.243694,55.991039,66.619835,87.313629,28.728003,17.437366,28.66017,24.16931,27.05765,26.744064,16.090441,19.263945,19.310549,5.836549,5.651162,49.690083,13.898398,35.3451,37.339718,17.731949,18.173399,83.317986,86.389198,0.010911977,0.01664171
328,1679,4971,3351,11119,2754.562744,62.991085,56.26704,70.608536,87.322845,27.535828,16.381418,27.197428,30.230288,25.752075,25.511526,15.015339,18.187357,18.284203,5.625451,5.452744,47.531891,12.867649,33.238468,35.211536,16.224348,16.965654,79.878815,83.343498,0.010194196,0.016449945
329,1707.000122,4098.000488,0,6559,2807.764648,81.142021,95.434273,75.652428,90.395775,24.528013,17.605656,22.443405,16.463026,23.511827,22.651369,16.229834,7.490896,14.749494,7.530163,5.139658,31.583117,11.264263,23.254263,18.013062,24.550901,20.051653,24.603516,76.214996,0.011427184,0.014711122
330,1685.000122,5094,3448.999878,11346,2806.648193,61.434361,51.643215,65.201393,86.478233,28.387178,17.078203,28.18779,28.922125,26.674265,26.783945,15.90868,18.871317,18.881094,5.770174,5.576802,49.339573,14.216992,35.189278,37.101639,18.01931,18.38788,83.053856,85.895561,0.010558775,0.015950983
331,1689.000122,4494,2977.999878,10279,2911.925781,75.338982,80.581123,74.59404,86.129768,24.975683,15.019607,23.827095,25.403921,23.727379,23.113495,14.115136,16.284657,16.426367,5.369166,5.219031,41.894203,11.678645,28.545607,30.269762,18.325409,17.546621,74.55793,79.286797,0.009200387,0.014903033
332,0,0,0,30.000002,33.857845,92.051178,90.928474,85.642433,79.341034,22.849226,24.899767,21.597155,15.830422,24.43354,21.404366,23.941559,8.222821,8.225197,8.248434,8.267143,20.345261,21.736252,21.182352,21.590487,21.498865,22.171453,21.707094,21.598816,0.015802066,0.01506027
333,1694.000122,4476,1895.000855,9183.000977,2829.69751,70.769867,75.38353,71.422394,89.374413,24.730524,17.451452,24.272215,25.904119,23.735123,23.169373,16.173836,11.23466,16.428114,1.15368,5.334764,37.377083,11.968086,27.999216,27.157373,24.822073,18.887636,124.833954,79.549095,0.01118428,0.014043045
334,1687.000122,4778,3204.999878,10788,2696.708252,69.1222,66.580276,75.242889,88.282005,25.47699,15.252795,25.262733,21.263426,24.014183,23.582008,13.879174,17.53479,17.635977,5.474123,5.315309,45.330379,11.968087,31.534548,33.43679,13.19041,15.483043,76.540428,80.758636,0.009578592,0.015502672
335,1669,5511,3767,12065,2776.226563,58.421452,53.348434,67.15741,87.222816,29.276602,17.996748,29.640989,24.73863,27.054743,26.885176,16.618002,20.590128,20.634201,5.950515,5.770506,53.551739,14.377331,38.379269,40.435062,16.76367,16.965654,85.622314,88.870232,0.011298943,0.017335922
336,1683.000122,5325,2358.000855,10484.00098,2872.570557,51.607056,39.905712,61.069077,85.683907,29.206186,19.822252,29.777754,35.847961,26.711283,27.635887,18.515106,13.76295,19.938612,1.644397,5.787563,47.543713,14.747983,37.468369,35.367359,30.617834,18.843908,157.428238,89.294655,0.012463622,0.015659117
337,1685.000122,4935.000488,3326.99939,11065,2773.148193,64.438072,58.917828,65.646675,87.582336,27.53845,16.498133,27.078691,27.787439,26.517916,25.751564,15.218739,18.254337,18.276382,5.690691,5.498192,47.419647,13.644355,33.560238,35.458424,18.106766,18.489914,81.367058,84.350838,0.010302549,0.015267987
338,1686.000122,4814,2089.999878,9708,2807.693115,63.5961,60.388382,69.186928,88.884369,25.741159,17.812429,25.871607,28.769949,24.796875,24.171865,16.466547,12.108687,17.603575,1.393569,5.459812,40.67136,12.307506,31.625618,30.466055,26.740501,17.3134,145.399231,81.722267,0.011382815,0.014456474
339,0,0,0,29.000002,35.517185,87.847656,89.590843,79.699173,84.723961,25.635538,21.399622,23.495796,23.914476,23.840761,23.866175,19.187706,7.846327,7.858606,7.918317,7.953675,26.451117,22.240171,20.189085,20.59514,27.900061,25.251085,27.643053,31.148031,0.01360759,0.016604827
340,1711.000122,4127,0,6592,2821.921875,81.199028,95.27227,74.569611,90.165871,24.558321,17.705929,22.506477,16.728346,23.491417,22.680418,16.289328,7.499768,14.782925,7.540014,5.149658,32.184143,11.349637,23.529129,18.048464,24.538759,19.96628,24.791718,76.426338,0.011471261,0.014522584
341,1689.000122,4974,2162.999878,9944,2860.073242,57.917694,50.179443,61.6189,87.573509,27.39683,18.483149,27.494055,32.396378,26.034143,25.975931,17.232536,12.711047,18.493383,1.496069,5.581432,42.729126,13.400723,33.964962,32.388535,28.667025,18.425364,151.913803,84.507492,0.011703778,0.01418883
342,1681.000122,4292,0,7111.000488,2873.731201,77.379929,87.158577,75.402405,89.736244,24.975683,18.074366,23.516165,24.231958,23.73929,23.120142,16.693197,11.41729,15.743726,6.777042,5.239528,35.166977,12.013898,25.659866,22.281965,21.843384,20.311943,34.678417,78.488159,0.011688624,0.015068448
343,1678,5483,3746.000977,12025.00098,2830.759033,55.074902,42.699825,65.117508,85.726105,30.091078,18.02203,30.210014,35.268677,27.505753,28.191553,16.82445,20.212919,20.21174,5.903787,5.724601,53.280773,14.864594,38.627377,40.616219,17.405024,17.307156,85.600464,89.569725,0.011119587,0.017624263
344,0,0,0,39.000004,33.789017,86.849419,84.849068,83.783905,78.074265,21.593832,24.4055,20.867682,20.873367,24.097052,20.484621,23.525848,6.04858,8.057657,6.081258,8.093595,19.858,21.929903,20.52434,21.369761,21.738333,21.709181,21.192762,21.090731,0.015079824,0.013617861
345,0,0,0,40.000004,33.720688,86.786903,84.611244,82.34626,78.126366,22.05258,24.629072,21.229723,21.188616,24.27002,20.934725,23.74922,6.154298,8.133664,6.183182,8.175687,19.97669,22.30056,20.836687,21.732086,22.263077,22.161041,21.605064,21.47596,0.01529843,0.0137679
346,1687.000122,4706.000488,3141.99939,10653,2680.866455,72.493896,71.774406,77.368797,88.473938,25.199524,15.243468,24.68396,26.735458,23.764862,23.269117,13.846417,17.318167,17.428728,5.477152,5.307174,44.418659,12.070119,30.858644,32.657681,14.714665,16.218103,76.656387,80.598335,0.009593895,0.015684205
347,1689.000122,4512,3000.999878,10320,2717.564941,73.652863,77.687325,72.612091,88.447655,24.975683,14.795745,23.976038,25.640493,24.106995,23.147215,13.462321,16.440184,16.494976,5.380705,5.201679,42.309696,11.707797,28.86939,30.638067,16.345123,16.963572,75.511772,79.073669,0.009314303,0.014497833
348,0,0,0,40.000004,33.704914,86.923889,85.416878,83.711479,78.056908,21.540274,24.4055,20.894396,20.872911,24.110191,20.48415,23.531767,6.048527,8.057754,6.077391,8.0936,19.766375,21.886177,20.530586,21.342691,21.707094,21.711264,21.182352,21.090731,0.01507639,0.013560323
349,1690.000122,4431,2935.999878,10175,2759.216064,75.848137,83.246971,74.573402,88.240593,24.975683,14.805073,23.70532,24.880747,23.74122,23.106649,13.557002,16.001585,16.179987,5.362093,5.18051,41.331024,11.66615,27.736143,29.43804,17.846476,17.756937,74.795448,78.747597,0.00929785,0.014898811
350,1685.000122,4697,2014.999878,9515,2809.358154,65.01358,60.934494,70.967918,88.820747,25.529253,17.754206,25.550674,28.351923,24.677927,23.959343,16.428343,11.879828,17.305807,1.362717,5.440395,39.777359,12.161743,30.581406,29.533152,26.428858,17.784006,143.755203,81.122971,0.011332091,0.014647677
351,1709.000122,4102,0,6564.000488,2822.904541,81.281525,95.379066,75.716377,90.443565,24.528013,17.649963,22.438225,16.662416,23.501068,22.633905,16.237783,7.49342,14.711934,7.532622,5.141183,31.73287,11.305909,23.214697,18.013062,24.52257,20.003761,24.631845,76.274849,0.01146594,0.014723852
352,1690.000122,4684,2007.000855,9499.000977,2798.192383,62.267368,60.576015,62.418819,88.717522,25.75746,17.397886,25.684105,29.228394,24.89451,24.292963,16.096605,11.798569,17.234453,1.355355,5.382384,40.259804,12.351235,31.016495,29.739563,26.728361,17.594517,145.914474,81.084717,0.011062421,0.013025551
353,1678,5480,3737.000977,12013.00098,2808.764893,55.615574,43.389812,65.433983,86.034004,30.039848,18.038332,30.150755,35.179974,27.496824,28.240751,16.863892,20.444242,20.460112,5.951597,5.75757,53.380695,14.902076,38.664791,40.559116,17.317568,17.377954,85.737068,89.985039,0.011171899,0.017658865
354,0,0,0,39.000004,33.746258,85.423889,83.931763,80.842644,78.178093,22.499678,24.847986,21.597603,21.625978,24.44216,21.359148,23.941217,6.251734,8.210058,6.281523,8.250373,20.301533,22.646225,21.194845,22.081911,22.833633,22.635811,22.081915,21.940317,0.015515415,0.013892233
355,1681.000122,4957.000488,2161.99939,9918,2849.535156,59.598537,54.415882,66.602692,88.074959,26.635361,18.389994,27.130579,30.933882,25.503649,25.002481,17.056503,12.593326,18.280773,1.476949,5.559812,42.630669,12.886391,33.10693,31.81584,28.163132,17.867298,150.066315,83.685959,0.011702199,0.014676868
356,1709.000122,4085,0,6545,2791.104736,81.51046,94.962646,75.706879,90.391914,24.528013,17.705929,22.453405,16.556635,23.554075,22.646372,16.289049,7.527326,14.636899,7.55755,5.132281,31.538597,11.305908,23.073103,18.106766,24.478048,20.109957,24.635895,76.125229,0.01150055,0.014721961
357,1677,5009,3379,11183,2698.05835,64.927948,59.758713,72.529991,87.887367,26.470268,15.805448,26.351784,27.257803,25.021545,24.478998,14.413284,18.572496,18.667166,5.572233,5.411916,47.677612,12.384551,34.106617,36.000767,12.165318,14.281545,78.758537,82.474586,0.009884691,0.015857618
358,1675,5089.000488,3436.999512,11319,2726.439453,63.136856,56.889942,70.104599,87.690453,27.661741,16.628601,27.406364,23.431763,25.898832,25.668505,15.216483,19.004066,19.084274,5.720634,5.54203,48.477085,13.179997,34.831089,36.735638,15.320621,16.474226,81.263222,84.587639,0.010402913,0.016453333
